prosjektnummer,prosjekttittel,soknadsfrist,soknadsdato,utlysnings_id,utlysningsaktivitet,utlysningtittel,prosjekttype,soknadstype,soknadstypevariant,sokstart,sokslutt,prosjektfase,prosjektstart,prosjektslutt,prosjektleder_kjonn,prosjektansvarlig_type,prosjektansvarlig_navn,kortnavn,organisasjonsnummer,kp1,kp2,sektor,kategori,kommune,kommunenummer,fylke,fylkenummer,landsdel,virkemiddel_sekvens,virkemiddel,hovedaktivitet_sekvens,hovedaktivitet,aktivitet,aktivitet_kode,fagomraade,fag,fagdisiplin,dr_stip_aarsverk,postdok_aarsverk,sokt_belop,tildelt_belop,prosjektleder
146025,"Centre for Ships and Ocean Structures, CeSOS/Senter for skips- og havkonstruksjoner",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2002,2013,MANN,Organisasjon,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,NTNU,974767880,104,00,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Teknologi - tverrfaglig,Tverr/flerfaglig innen teknologi,198.97,60.44,175000000.0,130000000.0,Torgeir Moan
146027,UiB - Centre for Computer Game Studies (arkiv 2001/01111),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I BERGEN,UIB,874789542,101,00,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Humaniora,Humaniora - tverrfaglig,Tverr/flerfaglig humaniora og andre fagområder,0.0,0.0,48200000.0,0.0,
146029,"Centre for Integrated Petroleum Research, CIPR/Senter for integrert petroleumsforskning",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2003,2013,MANN,Organisasjon,Uni CIPR - Senter for Integrert Petroleumsforskning,UNI,0,706,19,Instituttsektor,Teknisk-industrielle institutter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Berg- og petroleumsfag,Berg- og petroleumsfag,79.79,30.5,160000000.0,140000000.0,Arne Skauge
146031,"Physics of Geological Processes, PGP/Senter for geologiske prosessers fysikk",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2003,2013,MANN,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Geofag,Geofag,36.1,22.58,262200000.0,140000000.0,Bjørn Jamtveit
146032,Centre for Petroleum Reservoir Science and Technology - To enhance recovery,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,INTERNATIONAL RESEARCH INSTITUTE OF STAVANGER AS,IRIS,988944459,706,11,Instituttsektor,Teknisk-industrielle institutter,Stavanger,1103,Rogaland,11,Agder og Rogaland,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Berg- og petroleumsfag,Berg- og petroleumsfag,0.0,0.0,142400000.0,0.0,
146034,UiO - Centre for Contemporary Research on Converging Technologies & Societies (arkiv 2001/01129),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,203340000.0,0.0,
146035,"International Centre for Geohazards, ICG/Internasjonalt senter for geofarer",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2003,2013,MANN,Organisasjon,STIFTELSEN NORGES GEOTEKNISKE INSTITUTT,NGI,958254318,706,05,Instituttsektor,Teknisk-industrielle institutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Teknologi,Berg- og petroleumsfag,Berg- og petroleumsfag,108.8,15.61,150000000.0,120000000.0,Farrokh Nadim
146036,Bergen Software Services International AS - Scientific consortium,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,BERGEN SOFTWARE SERVICES INTERNATIONAL AS,,970981454,601,00,Næringsliv,Næringsliv,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Geofag,Geofag,0.0,0.0,180000000.0,0.0,
146037,Norwegian Center in Operational Oceanography,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,STIFTELSEN NANSEN SENTER FOR MILJØ OG FJERNMÅLING,NERSC,943432449,705,01,Instituttsektor,Miljøinstitutter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Geofag,Oseanografi,0.0,0.0,90000000.0,0.0,
146038,Norwegian Center for Earth Observation,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,STIFTELSEN NANSEN SENTER FOR MILJØ OG FJERNMÅLING,NERSC,943432449,705,01,Instituttsektor,Miljøinstitutter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Fellesfag naturvitenskap og matematikk (2003),0.0,0.0,160000000.0,0.0,
146040,UiO - InterMedia Learning. Research Centre for Collaborative Learning with Advanced Technologies (arkiv 2001/01149),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,157200000.0,0.0,
146042,Evolutionary Ecology Centre,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Naturhistorisk museum,UIO,0,102,03,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Basale biofag,Basale biofag,0.0,0.0,147600000.0,0.0,
146045,Centre for Ecological and Evolutionary Synthesis (CEES),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET MATEMATISK-NATURVITENSKAPELIGE FAKULTET,UIO,0,102,15,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Basale biofag,Basale biofag,0.0,0.0,216500000.0,0.0,
146046,National Centre for Biosystematics,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Naturhistorisk museum,UIO,0,102,03,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Basale biofag,Basale biofag,0.0,0.0,196200000.0,0.0,
146047,UiO - Centre for Contemporary History (arkiv 2001/01131),,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avslag,2002,2012,MANN,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Humaniora,Historie,Samtidshistorie (etter 1945),0.0,0.0,104541000.0,0.0,
146049,Evolutionary Ecology,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,FAKULTET FOR NATURVITENSKAP OG,NTNU,0,104,15,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Basale biofag,Basale biofag,0.0,0.0,124900000.0,0.0,
146050,"Centre for Advanced Study in Theoretical Linguistics, CASTL/Senter for fremragende forskning i teoretisk lingvistikk",,2002-01-10 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2003,2014,MANN,Organisasjon,UNIVERSITETET I TROMSØ - NORGES ARKTISKE UNIVERSITET,UIT,970422528,103,00,UoH-sektor,Universiteter,Tromsø,5501,Troms - Romsa - Tromssa,55,Nord-Norge,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Humaniora,Språkvitenskapelige fag,Allmenn språkvit. og fonetikk,39.22,8.31,66466000.0,60000000.0,Peter Svenonius
146051,Centre for Arthropod Biosystematics,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Universitetsmuseet i Bergen,UIB,0,101,02,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Basale biofag,Basale biofag,0.0,0.0,76000000.0,0.0,
146055,Fundamentals of Catalysis - FUNCAT,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,FAKULTET FOR NATURVITENSKAP OG,NTNU,0,104,15,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Kjemi,Kjemi,0.0,0.0,102000000.0,0.0,
146059,NHH - Centre for research on firm strategy and industry performance (arkiv 2001/01031),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,NORGES HANDELSHØYSKOLE,NHH,974789523,202,00,UoH-sektor,Vitenskapelige høyskoler,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Økonomi,Bedriftsøkonomi,0.0,0.0,120000000.0,0.0,
146060,UiO - Centre for Contemporary Aesthetics (arkiv 2001/01130),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Humaniora,Humaniora - tverrfaglig,Tverr/flerfaglig innen humaniora,0.0,0.0,85000000.0,0.0,
146061,UiO - Institutions and new technology: Economics and social studies (arkiv 2001/01143),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,124000000.0,0.0,
146062,SSB - Centre for Study of Public Policy and Finance (arkiv 2001/01074),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,STATISTISK SENTRALBYRÅ,SSB,971526920,707,08,Instituttsektor,Øvrige forskningsinstitutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Økonomi,Samfunnsøkonomi,0.0,0.0,82500000.0,0.0,
146063,NHH - Financial Economics (arkiv 2001/01112),,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avslag,2002,2012,MANN,Organisasjon,NORGES HANDELSHØYSKOLE,NHH,974789523,202,00,UoH-sektor,Vitenskapelige høyskoler,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Økonomi,Økonomi,0.0,0.0,137500000.0,0.0,
146064,"BI - Centre for REsearch in Financial markets, Economic policy, and the Real economy (REFER) (arkiv 2001/01115)",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Vurderes,2002,2012,MANN,Organisasjon,BI OSLO,BI,973113631,209,01,UoH-sektor,Vitenskapelige høyskoler,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Økonomi,Samfunnsøkonomi,0.0,0.0,117600000.0,0.0,
146065,"UiO/TIK - Science, Innovation and Global Competition (SIC) (arkiv 2001/01141)",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig innen samfunnsvitenskap,0.0,0.0,150000000.0,0.0,
146066,BI - Toward a new understanding of marketing (arkiv 2001/01156),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Vurderes,2002,2012,MANN,Organisasjon,BI OSLO,BI,973113631,209,01,UoH-sektor,Vitenskapelige høyskoler,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Samfunnsvitenskap,Økonomi,Bedriftsøkonomi,0.0,0.0,120000000.0,0.0,
146067,NTNU - Language Technology (arkiv 2001/01069),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,NORGES TEKNISK-NATURVITENSKAPELIGE UNIVERSITET NTNU,NTNU,974767880,104,00,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Humaniora,Språkvitenskapelige fag,Datalingvistikk/språkteknologiske fag,0.0,0.0,150100000.0,0.0,
146068,Center for soft condensed matter studies,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET MATEMATISK-NATURVITENSKAPELIGE FAKULTET,UIO,0,102,15,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Fysikk,Kondenserte fasers fysikk,0.0,0.0,200000000.0,0.0,
146069,Norwegian Centre of Excellence in Turbulence Research,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Universitetssenteret på Kjeller,UNIK,0,930,19,Øvrige,Øvrige andre,Lillestrøm,3205,Akershus,32,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk,Anvendt matematikk,0.0,0.0,153610000.0,0.0,
146070,Senter for teoretisk fysikk,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Institutt for fysikk,NTNU,0,104,15,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Fysikk,Teoretisk fysikk (2003),0.0,0.0,76000000.0,0.0,
146073,Center for Protein Chemistry,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,DET MATEMATISK-NATURVITENSKAPELIGE FAKULTET,UIO,0,102,15,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Kjemi,Kjemi,0.0,0.0,199300000.0,0.0,
146074,Fundamentals of Electrochemical Energy Conversion,,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,KVINNE,Organisasjon,FAKULTET FOR NATURVITENSKAP OG,NTNU,0,104,15,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Kjemi,Kjemi,0.0,0.0,171520000.0,0.0,
146075,The Oslo Joint Centre for Advanced Statistical Research,,2001-04-02 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,NORSK REGNESENTRAL STI,NR,952125001,706,08,Instituttsektor,Teknisk-industrielle institutter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk,Statistikk,0.0,0.0,150610000.0,0.0,
146076,NTNU Mathematical Research Centre (MRC),,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2011,Vurderes,2002,2011,MANN,Organisasjon,Fakultet for inftekn. matematikk og elektronikk,NTNU,0,104,21,UoH-sektor,Universiteter,Trondheim - Tråante,5001,Trøndelag - Trööndelage,50,Trøndelag,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk,Ren matematikk (2003),0.0,0.0,114200000.0,0.0,
146077,"Mathematics for applications, CMA/Senter for matematikk for anvendelser",,2001-04-04 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2013,Avsluttet,2003,2013,MANN,Organisasjon,UNIVERSITETET I OSLO,UIO,971035854,102,00,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Matematikk og naturvitenskap,Matematikk,Matematikk,64.83,45.13,204000000.0,110000000.0,Ragnar Winther
146078,"Centre for Medieval Studies, CMS/Senter for middelalderstudier",,2002-01-11 00:00:00,,,,Institusjonsstøtte,Forskningssenter,Vitenskapelig rettet forskningssenter,2002,2012,Avsluttet,2003,2013,MANN,Organisasjon,DET HUMANISTISKE FAKULTET,UIB,0,101,14,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,3,Infrastruktur og institusjonelle tiltak,11,SFF/SFI/FME,Sentre for fremragende forskning,SFF,Humaniora,Historie,Middelalderhistorie,41.72,49.74,63800000.0,60000000.0,Leidulf Melve
146534,"Bacillus cereus, Bacillus anthracis and Bacillus thuringiensis: comparative genomics and functional analysis",,2001-06-15 00:00:00,,,,Institusjonsstøtte,Institusjonsforankret strategisk prosjekt (t.o.m. 2018),Institusjonsforankret strategisk prosjekt (t.o.m. 2018) - Ingen søknadstypevariant,2002,2010,Avsluttet,2002,2011,KVINNE,Organisasjon,Farmasøytisk institutt,UIO,0,102,15,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,3,Infrastruktur og institusjonelle tiltak,10,Strategisk institusjonsstøtte,Strategiske UoH-progr.fin.NHD,SUP-NHD,Matematikk og naturvitenskap,Basale biofag,Basale biofag,5.98,3.03,10548000.0,10100000.0,Anne-Brit Kolstø
147107,Pigment and beta-hemolysin activity of the genus Propionibacterium,,2001-06-18 00:00:00,,,,Prosjektstøtte,Ingen søknadstype,Ingen søknadstypevariant,2002,3005,Vurderes,2002,3005,MANN,Organisasjon,"FAKULTET FOR KJEMI, BIOTEKNOLOGI OG MATVITENSKAP",NMBU,0,105,12,UoH-sektor,Universiteter,Ås,3218,Akershus,32,Oslo og Akershus,1,Programmer,3,Handlingsrettede programmer,Næringsmidler,MAT,Teknologi,Næringsmiddelteknologi,Næringsmiddelteknologi,0.0,0.0,1752000.0,0.0,
147296,Tyrkey`s guarded democracy: Civil-military visions of security and the state,,2001-06-18 00:00:00,,,,Prosjektstøtte,Ingen søknadstype,Ingen søknadstypevariant,2002,2202,Vurderes,2002,2202,KVINNE,Organisasjon,INSTITUTT FOR FREDSFORSKNING STI,PRIO,847353732,702,18,Instituttsektor,Nasjonale samfunnsvitenskapelige institutter,Oslo,0301,Oslo,03,Oslo og Akershus,2,Frittstående prosjekter,5,Fri prosjektstøtte,Fagkomiteen for samfunnsvitenskap,SAMF,Samfunnsvitenskap,Statsvitenskap og organisasjonsteori,Statsvitenskap og organisasjonsteori,0.0,0.0,240000.0,0.0,
147499,Model development and parameterisation for marine ecosystem transfer,,2001-06-25 00:00:00,,,,Personlig stipend,Ingen søknadstype,Ingen søknadstypevariant,2002,3003,Vurderes,2002,3003,KVINNE,Organisasjon,"FAKULTET FOR KJEMI, BIOTEKNOLOGI OG MATVITENSKAP",NMBU,0,105,12,UoH-sektor,Universiteter,Ås,3218,Akershus,32,Oslo og Akershus,1,Programmer,3,Handlingsrettede programmer,"Forurensning – kilder, spredning og effekter",PROFO,Matematikk og naturvitenskap,Matematikk/naturvitenskap - tverrfaglig,Tverr/flerfaglig innen matematikk og naturvitenskap,0.0,0.0,624000.0,0.0,
148441,Kristian Birkeland.  En forskerbiografi,,2001-06-15 00:00:00,,,,Personlig stipend,Ingen søknadstype,Ingen søknadstypevariant,2002,2995,Vurderes,2002,2995,MANN,Organisasjon,"TIK Senter for teknologi, innovasjon og kultur",UIO,0,102,10,UoH-sektor,Universiteter,Oslo,0301,Oslo,03,Oslo og Akershus,2,Frittstående prosjekter,5,Fri prosjektstøtte,Fagkomiteen for humaniora,HUM,Humaniora,Historie,Moderne historie (etter 1800),0.0,0.0,1236000.0,0.0,
148735,"Fag i praksis
Fagforståelse, yrkesidentitet og yrkesutøvlese hos realfagslærere på ungdomstrinnet",,2001-06-19 00:00:00,,,,Prosjektstøtte,Ingen søknadstype,Ingen søknadstypevariant,2002,2204,Vurderes,2002,2204,MANN,Organisasjon,STIFTELSEN TELEMARKSFORSKING NOTODDEN,TMFORSK,966009012,703,09,Instituttsektor,Regionale samfunnsvitenskapelige institutter,Notodden,4005,Telemark,40,Østlandet ellers,2,Frittstående prosjekter,5,Fri prosjektstøtte,Fagkomit.f.tverrgående forskn.,TVER,Samfunnsvitenskap,Samfunnsvitenskap - tverrfaglig,Tverr/flerfaglig samfunnsvit og andre fagområder,0.0,0.0,3255000.0,0.0,
148913,"Vitenskapelig publisering fra prosjektet ""Konfliktlinjer i utmarka""",,2001-06-18 00:00:00,,,,Andre,Ingen søknadstype,Ingen søknadstypevariant,2002,2202,Vurderes,2002,2202,MANN,Organisasjon,"NORSK INSTITUTT FOR FORSKNING OM OPPVEKST, VELFERD OG ALDRING   NOVA",NOVA,976686144,702,20,Instituttsektor,Nasjonale samfunnsvitenskapelige institutter,Oslo,0301,Oslo,03,Oslo og Akershus,2,Frittstående prosjekter,5,Fri prosjektstøtte,Fagkomiteen for samfunnsvitenskap,SAMF,Samfunnsvitenskap,Sosiologi,Sosiologi,0.0,0.0,345000.0,0.0,
149576,Forskningsleder på Program for psykisk helse,,2001-05-22 00:00:00,,,,Andre,Ingen søknadstype,Ingen søknadstypevariant,2002,2005,Avsluttet,2002,2012,MANN,Organisasjon,Uni Helse,UNI,0,702,03,Instituttsektor,Nasjonale samfunnsvitenskapelige institutter,Bergen,4601,Vestland,46,Vestlandet,1,Programmer,3,Handlingsrettede programmer,Psykisk helse,PSYKISK,Medisin og helsefag,Medisin og helsefag - tverrfaglig,Tverr/flerfaglig innen medisin og helsefag,0.0,0.0,0.0,2033756.0,Robert Murison
150831,"Psykoanalyse, sosialisme og feminisme. Nic Waal om kvinneleg frigiditet anno 1932",,2001-11-02 00:00:00,,,,Personlig stipend,Ingen søknadstype,Ingen søknadstypevariant,2002,2202,Vurderes,2002,2202,KVINNE,Organisasjon,"Institutt for arkeologi, historie, kultur- og religionsvitenskap",UIB,0,101,14,UoH-sektor,Universiteter,Bergen,4601,Vestland,46,Vestlandet,1,Programmer,2,Grunnforskningsprogrammer,Program for kvinne- og kjønnsf,P-KVINN,Humaniora,"Folkloristikk, etnologi",Etnologi,0.0,0.0,72000.0,0.0,
